mainTask,3,B,144,24,1,2325,TE,0.8,1,c,r,type,m,650429,652754,m
mainTask,3,B,145,25,1,1970,CE,0.19999999999999996,1,i,s,fill,m,654368,656338,m
mainTask,3,B,146,26,1,1844,CF,0.8,1,c,s,type,z,657894,659738,z
mainTask,3,B,147,27,1,2044,CE,0.19999999999999996,1,i,s,fill,m,661318,663362,m
mainTask,3,B,148,28,0,892,TF,0.19999999999999996,1,i,r,fill,m,664926,665818,z
mainTask,3,B,149,29,1,3174,CE,0.8,1,i,s,type,z,667397,670571,z
mainTask,3,B,150,30,1,3942,CE,0.8,1,i,r,type,z,672332,676274,z
mainTask,3,B,151,31,1,2520,TE,0.19999999999999996,1,c,s,fill,m,678002,680522,m
mainTask,3,B,152,32,0,3868,CF,0.19999999999999996,1,c,r,fill,m,682279,686147,z
mainTask,3,B,153,33,1,3194,TF,0.8,1,i,s,type,m,687761,690955,m
mainTask,3,B,154,34,1,1941,CE,0.8,1,i,r,type,z,692710,694651,z
mainTask,3,B,155,35,1,1955,CE,0.19999999999999996,1,i,s,fill,m,696312,698267,m
mainTask,3,B,156,36,1,1807,TF,0.19999999999999996,1,i,r,fill,z,699988,701795,z
mainTask,3,B,157,37,0,1154,TE,0.19999999999999996,1,c,r,fill,z,703465,704619,m
mainTask,3,B,158,38,0,1178,CE,0.8,1,i,s,type,m,706281,707459,z
mainTask,3,B,159,39,1,3348,CF,0.8,1,c,r,type,z,709223,712571,z
mainTask,3,B,160,40,0,2401,TE,0.19999999999999996,1,c,s,fill,z,714201,716602,m
mainTask,3,B,161,41,0,1580,CE,0.8,1,i,s,type,m,718239,719819,z
mainTask,3,B,162,42,0,2125,TF,0.19999999999999996,1,i,s,fill,m,721591,723716,z
mainTask,3,B,163,43,1,832,CF,0.8,1,c,s,type,z,725379,726211,z
mainTask,3,B,164,44,0,564,TF,0.8,1,i,r,type,z,727791,728355,m
mainTask,3,B,165,45,1,1812,TE,0.8,1,c,r,type,m,730143,731955,m
mainTask,3,B,166,46,1,2218,CE,0.8,1,i,r,type,z,733594,735812,z
mainTask,3,B,167,47,0,2501,TE,0.8,1,c,r,type,z,737415,739916,m
mainTask,3,B,168,48,1,2088,TF,0.19999999999999996,1,i,s,fill,z,741612,743700,z
mainTask,3,B,169,49,0,2250,TE,0.8,1,c,s,type,.,745330,747580,m
mainTask,3,B,170,50,1,3214,CF,0.8,1,c,r,type,z,749302,752516,z
mainTask,3,B,171,51,1,1012,CF,0.8,1,c,r,type,z,754328,755340,z
mainTask,3,B,172,52,1,1100,CF,0.8,1,c,r,type,z,756936,758036,z
mainTask,3,B,173,53,0,1980,TE,0.19999999999999996,1,c,s,fill,.,759632,761612,m
mainTask,3,B,174,54,0,1980,CE,0.8,1,i,s,type,m,763384,765364,z
mainTask,3,B,175,55,0,4365,CF,0.8,1,c,r,type,m,766960,771325,z
mainTask,3,B,176,56,1,1821,CF,0.8,1,c,r,type,z,773112,774933,z
mainTask,3,B,177,57,0,780,TF,0.19999999999999996,1,i,s,fill,m,776712,777492,z
mainTask,3,B,178,58,0,2605,TE,0.8,1,c,s,type,z,779264,781869,m
mainTask,3,B,179,59,1,2484,CE,0.19999999999999996,1,i,s,fill,m,783681,786165,m
mainTask,3,B,180,60,1,2902,TE,0.19999999999999996,1,c,r,fill,m,787895,790797,m
